#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="CoalescentConstant.t:HRTV_L_BEAST" spec="beast.base.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ConstantPopulation.t:HRTV_L_BEAST" spec="beast.base.evolution.tree.coalescent.ConstantPopulation">
#                <parameter id="popSize.t:HRTV_L_BEAST" lower="0.0" name="popSize" spec="beast.base.inference.parameter.RealParameter">0.3</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:HRTV_L_BEAST" spec="beast.base.evolution.tree.TreeIntervals">
#                <tree id="Tree.t:HRTV_L_BEAST" spec="beast.base.evolution.tree.Tree">
#                    <trait id="dateTrait.t:HRTV_L_BEAST" spec="beast.base.evolution.tree.TraitSet" traitname="date" value="HRTV-23_T_L_2019=2019,HRTV-26_T_L_2019=2019,HRTV-100_T_L_2022=2022,HRTV-404_T_L_2021=2021,HRTV-187_T_L_2022=2022,HRTV-504_T_L_2019=2019,HRTV-056F_T_L_2023=2023,HRTV-432R_T_L_2023=2023,HRTV-642T_T_L_2023=2023,KJ740148_H_L_TN_2013=2013,OK480068.1_H_L_KY_2017=2017,OK480065.1_H_L_MO_2017=2017,MZ440342_T_L_NY_2018=2018,MZ440345_T_L_NY_2018=2018,NC_024495_H_L_MO_2009=2009,JX005847_H_L_MO_2009=2009,OQ688981.1_T_L_MO_2012=2012,OQ688987.1_T_L_MO_2012=2012,OQ688984.1_T_L_KS_2015=2015,OR322047.1_H_L_OK_2017=2017">
#                        <taxa id="TaxonSet.HRTV_L_BEAST" spec="beast.base.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.HRTV_L_BEAST"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="ORCRatePriorDistribution.c:HRTV_L_BEAST" name="distribution">
#            <parameter dimension="38" id="ORCRates.c:HRTV_L_BEAST" lower="1.0E-100" name="x" spec="beast.base.inference.parameter.RealParameter">0.5</parameter>
#            <LogNormal id="LogNormalDistributionModel.11" meanInRealSpace="true" name="distr">
#                <parameter estimate="false" id="RealParameter.83" name="M" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter id="ORCsigma.c:HRTV_L_BEAST" lower="0.0" name="S" spec="beast.base.inference.parameter.RealParameter">0.2</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="ORCsigmaPrior.c:HRTV_L_BEAST" name="distribution" x="@ORCsigma.c:HRTV_L_BEAST">
#            <Gamma id="Gamma.18" name="distr">
#                <parameter estimate="false" id="RealParameter.84" name="alpha" spec="beast.base.inference.parameter.RealParameter">5.0</parameter>
#                <parameter estimate="false" id="RealParameter.85" name="beta" spec="beast.base.inference.parameter.RealParameter">0.05</parameter>
#            </Gamma>
#        </prior>
#        <prior id="ORCucldMeanPrior.c:HRTV_L_BEAST" name="distribution">
#            <parameter id="ORCucldMean.c:HRTV_L_BEAST" name="x" spec="beast.base.inference.parameter.RealParameter">0.0012566</parameter>
#            <Gamma id="Gamma.19" name="distr">
#                <alpha id="Function$Constant.60" spec="beast.base.core.Function$Constant" value="0.1"/>
#                <beta id="Function$Constant.61" spec="beast.base.core.Function$Constant" value="100.0"/>
#            </Gamma>
#        </prior>
#        <prior id="Standard_TIM3uf_frequencies_prior.s:HRTV_L_BEAST" name="distribution">
#            <parameter dimension="4" id="TIM3uffreqParameter.s:HRTV_L_BEAST" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.25</parameter>
#            <distr id="Dirichlet.35" spec="beast.base.inference.distribution.Dirichlet">
#                <alpha id="Function$Constant.59" spec="beast.base.core.Function$Constant" value="1.0 1.0 1.0 1.0"/>
#            </distr>
#        </prior>
#        <prior id="Standard_TIM3uf_rates_prior.s:HRTV_L_BEAST" name="distribution">
#            <parameter dimension="4" id="TIM3ufrates.s:HRTV_L_BEAST" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter">1.0 1.0 1.0 1.0</parameter>
#            <distr id="Dirichlet.34" spec="beast.base.inference.distribution.Dirichlet">
#                <alpha id="Function$Constant.58" spec="beast.base.core.Function$Constant" value="1.0 1.0 1.0 1.0"/>
#            </distr>
#        </prior>
#        <prior id="PopSizePrior.t:HRTV_L_BEAST" name="distribution" x="@popSize.t:HRTV_L_BEAST">
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.4" name="M" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.5" lower="0.0" name="S" spec="beast.base.inference.parameter.RealParameter" upper="5.0">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="PropInvariantPrior.s:HRTV_L_BEAST" name="distribution">
#            <parameter id="proportionInvariant.s:HRTV_L_BEAST" lower="0.0" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.801</parameter>
#            <Uniform id="Uniform.21" name="distr"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution data="@HRTV_L_BEAST" id="treeLikelihood.HRTV_L_BEAST" spec="beast.base.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:HRTV_L_BEAST">
#            <siteModel id="SiteModel.s:HRTV_L_BEAST" proportionInvariant="@proportionInvariant.s:HRTV_L_BEAST" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:HRTV_L_BEAST" lower="0.0" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:HRTV_L_BEAST" lower="0.1" name="shape" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <substModel id="Standard_TIM3uf.s:HRTV_L_BEAST" rates="@TIM3ufrates.s:HRTV_L_BEAST" spec="substmodels.nucleotide.TIM3uf">
#                    <frequencies frequencies="@TIM3uffreqParameter.s:HRTV_L_BEAST" id="TIM3ufFreqs.s:HRTV_L_BEAST" spec="beast.base.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel clock.rate="@ORCucldMean.c:HRTV_L_BEAST" id="OptimisedRelaxedClock.c:HRTV_L_BEAST" rates="@ORCRates.c:HRTV_L_BEAST" spec="beast.base.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:HRTV_L_BEAST">
#                <LogNormal S="@ORCsigma.c:HRTV_L_BEAST" id="ORCLogNormalDistributionModel.c:HRTV_L_BEAST" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.82" name="M" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                </LogNormal>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	TIM3uffreqParameter.1	TIM3uffreqParameter.2	TIM3uffreqParameter.3	TIM3uffreqParameter.4	RateAC-Standard_TIM3uf	RateAG-Standard_TIM3uf	RateAT-Standard_TIM3uf	RateCG-Standard_TIM3uf	RateCT-Standard_TIM3uf	RateGT-Standard_TIM3uf	proportionInvariant	popSize	CoalescentConstant	ORCsigma	ORCRatesStat.mean	ORCRatesStat.variance	ORCRatesStat.coefficientOfVariation	ORCucldMean
0	-11819.200798023418	-11744.645015877571	-74.5557821458469	-11744.645015877571	24.939716459285343	127.32091702928244	0.2789962945838855	0.19874237423869387	0.24990047673751675	0.2723608544399031	0.04646975417870672	1.8246053872331145	0.39408692373067516	0.04646975417870672	3.294281256948131	0.39408692373067516	0.18552183860539379	14.653607380975695	-70.49341125931676	0.3376086331290202	5.330685284951605E-4	2.227078238087973E-8	0.2963626404038948	4.949056981359267E-4
1000	-11981.528665157612	-11903.29073564917	-78.23792950844054	-11903.29073564917	33.51341292149519	138.78882948734866	0.2789962945838855	0.19874237423869387	0.24990047673751675	0.2723608544399031	0.04646975417870672	1.8246053872331145	0.39408692373067516	0.04646975417870672	3.294281256948131	0.39408692373067516	0.3415029207464296	14.653607380975695	-69.60498826450888	0.252269036672854	3.296398137866733E-4	8.845388173182646E-9	0.2838455365066335	2.9726440191272624E-4
2000	-11784.971923906656	-11714.881188649524	-70.09073525713129	-11714.881188649524	30.42112763196616	152.7069921071862	0.2789962945838855	0.2098007461732316	0.24477411855281567	0.26642884069006645	0.04646975417870672	1.8246053872331145	0.39408692373067516	0.04646975417870672	3.294281256948131	0.39408692373067516	0.3415029207464296	17.042222432698857	-74.39521465007799	0.2306555729441839	4.1051477071479375E-4	1.1401140867650732E-8	0.24806394277519506	4.3853722988225724E-4
3000	-11761.784319409493	-11695.690935654984	-66.09338375450918	-11695.690935654984	28.27826283748477	147.28534516716806	0.2792217504350948	0.20137454035102417	0.2529748685238138	0.26642884069006645	0.04646975417870672	1.8246053872331145	0.39408692373067516	0.04646975417870672	3.294281256948131	0.39408692373067516	0.3415029207464296	17.042222432698857	-74.7146282610223	0.2098477531566172	6.059626347306248E-4	2.0344164252052533E-8	0.22331149829849672	6.353172396207124E-4
4000	-11839.443179607546	-11785.058415254089	-54.384764353457314	-11785.058415254089	29.896564735008603	151.77094598875402	0.2792217504350948	0.20137454035102417	0.2529748685238138	0.26642884069006645	0.04646975417870672	1.7306565138679972	0.39408692373067516	0.04646975417870672	3.3882301303132483	0.39408692373067516	0.3415029207464296	13.142226065795523	-76.08533490135414	0.14417443708579164	4.4558378556168546E-4	3.95475797736884E-9	0.13886702710955895	4.288737706216784E-4
5000	-11871.047631277777	-11800.15851489714	-70.8891163806372	-11800.15851489714	37.414898140961135	188.5000238041852	0.2901625737056552	0.1920504653829624	0.2591738380823079	0.2586131228290737	0.04646975417870672	1.7306565138679972	0.39408692373067516	0.04646975417870672	3.3882301303132483	0.39408692373067516	0.3415029207464296	20.35076193553772	-80.21337118943408	0.2257977069093636	3.187430321078164E-4	5.32608631465293E-9	0.22375104428329237	3.2253984953528847E-4
6000	-11849.751394013789	-11784.406876531744	-65.34451748204411	-11784.406876531744	28.16991640839596	153.090746582939	0.2901625737056552	0.1920504653829624	0.24917943734002052	0.2686075235713611	0.04646975417870672	1.601674811907876	0.45857777471073574	0.04646975417870672	3.3882301303132483	0.45857777471073574	0.3415029207464296	15.696587427791926	-76.58222023305906	0.2188780179280889	3.0119004675777745E-4	4.077750585740347E-9	0.20532542186360905	3.145166105325149E-4
7000	-11735.668946006073	-11663.669562431407	-71.99938357466579	-11663.669562431407	32.24262731148856	177.9854283580281	0.2901625737056552	0.1920504653829624	0.24917943734002052	0.2686075235713611	0.17742074492410298	1.601674811907876	0.3276267839653395	0.17742074492410298	3.3882301303132483	0.3276267839653395	0.5520272512712425	21.272010099918983	-78.7386046287091	0.19186008761417736	3.817123544635036E-4	5.9989481742202235E-9	0.20553037770042798	3.4873905981496096E-4
8000	-11759.28662661299	-11687.557937436106	-71.7286891768831	-11687.557937436106	60.03821464770682	225.99230786748322	0.2901625737056552	0.1920504653829624	0.24917943734002052	0.2686075235713611	0.0818638923572285	1.601674811907876	0.42318363653221397	0.0818638923572285	3.3882301303132483	0.42318363653221397	0.5520272512712425	29.797255183546557	-78.9852298033508	0.2647607547763495	3.291279914437959E-4	5.407034926050125E-9	0.2169028356441066	3.3261061645036596E-4
9000	-11752.031343798939	-11684.359864260772	-67.67147953816591	-11684.359864260772	30.929379031017397	160.45270360969604	0.2901625737056552	0.1920504653829624	0.24917943734002052	0.2686075235713611	0.21161877260129558	1.601674811907876	0.2934287562881469	0.21161877260129558	3.3882301303132483	0.2934287562881469	0.5520272512712425	18.704649520533927	-75.91665325776462	0.205052918803284	4.7415952753608565E-4	1.1135129884395314E-8	0.21445335040848879	4.933762577411823E-4
10000	-11700.888874007278	-11628.412911299376	-72.47596270790137	-11628.412911299376	39.93018669500029	211.36550064645385	0.2901625737056552	0.1920504653829624	0.24917943734002052	0.2686075235713611	0.21161877260129558	1.601674811907876	0.2934287562881469	0.21161877260129558	3.3882301303132483	0.2934287562881469	0.5520272512712425	33.418268407630286	-82.84702397132511	0.20983551494014674	4.0657243911855387E-4	6.917878357243218E-9	0.20238478375825875	4.131371921416658E-4
11000	-11739.676412140467	-11669.74860662838	-69.92780551208601	-11669.74860662838	38.82623917394832	183.35789742091615	0.2982444075218816	0.1920504653829624	0.2410976035237941	0.2686075235713611	0.15723184958133507	1.7104486579477969	0.2934287562881469	0.15723184958133507	3.3882301303132483	0.2934287562881469	0.5520272512712425	22.85240240027862	-78.35556475712742	0.26067524157658467	4.137333806280218E-4	9.664367360894258E-9	0.23552014501544136	4.3756441305296015E-4
12000	-11757.272545549638	-11709.02080602048	-48.25173952915743	-11709.02080602048	48.043901972006125	215.70391272898698	0.303002926970569	0.1920504653829624	0.23633908407510665	0.2686075235713611	0.15723184958133507	1.7104486579477969	0.2934287562881469	0.15723184958133507	3.3882301303132483	0.2934287562881469	0.5520272512712425	22.85240240027862	-81.24306853990961	0.12416264776038101	3.7831549259910045E-4	1.7499038643156963E-9	0.11044420610480725	3.748536962705853E-4
13000	-11782.719909904057	-11749.280554354189	-33.43935554986856	-11749.280554354189	32.08816717938958	182.2752536315135	0.303002926970569	0.1920504653829624	0.23633908407510665	0.2686075235713611	0.04729597018293971	1.6195507206654702	0.44881360432770556	0.04729597018293971	3.3882301303132483	0.44881360432770556	0.5520272512712425	22.85240240027862	-79.56418776475172	0.0849343555176778	4.1244410286182E-4	8.622485358043109E-10	0.07246637017115456	3.9740167024045366E-4
14000	-11767.472409311742	-11699.776169655457	-67.69623965628513	-11699.776169655457	31.812338920937446	152.7071714258574	0.303002926970569	0.1920504653829624	0.23633908407510665	0.2686075235713611	0.04729597018293971	1.6195507206654702	0.44881360432770556	0.04729597018293971	3.3882301303132483	0.44881360432770556	0.5520272512712425	11.810958930832612	-75.6455354243922	0.26419667588573553	4.980991743729359E-4	1.2451026221851152E-8	0.2324369434416032	4.976434403047586E-4
15000	-11863.463380772047	-11789.512801101606	-73.95057967044136	-11789.512801101606	25.08290860882069	100.23538660992769	0.303002926970569	0.1920504653829624	0.23633908407510665	0.2686075235713611	0.04729597018293971	1.6195507206654702	0.44881360432770556	0.04729597018293971	3.3882301303132483	0.44881360432770556	0.5520272512712425	7.649197977420584	-61.977388474800975	0.4203213835400922	6.91591385946247E-4	8.850785874279644E-8	0.4329840680702963	7.012954977031635E-4
